"","pid","group","race_ethn","gender","age","geq_1","geq_10","geq_11","geq_12","geq_13","geq_14","geq_15","geq_16","geq_17","geq_18","geq_19","geq_2","geq_20","geq_3","geq_4","geq_5","geq_6","geq_7","geq_8","geq_9","ibqh_1","ibqh_10","ibqh_11","ibqh_12","ibqh_2","ibqh_3","ibqh_4","ibqh_5","ibqh_6","ibqh_7","ibqh_8","ibqh_9","tsc_1","tsc_10","tsc_11","tsc_12","tsc_13","tsc_14","tsc_15","tsc_16","tsc_17","tsc_18","tsc_19","tsc_2","tsc_20","tsc_21","tsc_22","tsc_23","tsc_24","tsc_25","tsc_26","tsc_27","tsc_28","tsc_29","tsc_3","tsc_30","tsc_31","tsc_32","tsc_33","tsc_34","tsc_35","tsc_36","tsc_37","tsc_38","tsc_39","tsc_4","tsc_40","tsc_5","tsc_6","tsc_7","tsc_8","tsc_9"
"331",332,"1","2","1",20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",333,"1","5","1",23,4,3,1,2,4,3,3,1,3,1,2,4,3,5,4,3,1,2,2,1,2,1,3,2,2,2,3,2,2,2,2,1,3,2,0,1,0,2,1,3,0,1,0,2,1,0,3,1,0,2,0,0,2,1,0,1,1,0,0,3,0,0,0,0,1,3,0,1,1,0,2,1
"333",334,"1","2","2",18,2,3,2,2,1,1,1,1,1,1,2,2,2,2,2,5,4,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"334",335,"1","5","2",20,2,3,3,3,1,1,1,1,1,2,2,3,3,1,1,2,1,2,3,3,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2,2,0,2,2,1,1,0,1,2,2,2,2,0,0,2,2,2,0,1,0,1,2,2,0,3,2,0,1,1,2,3,3,0,0
"335",336,"1","5","1",21,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"336",337,"1","5","1",19,2,3,3,4,2,2,2,2,1,2,3,3,3,3,3,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0
"337",338,"1","2","1",19,4,3,4,3,3,3,2,2,2,1,3,4,1,4,4,4,2,3,1,3,1,1,0,0,1,1,1,2,1,1,1,0,2,1,0,1,0,1,1,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0
"338",339,"1","5","1",18,3,4,4,5,4,4,1,1,2,2,3,3,1,4,3,5,1,4,4,4,1,2,2,2,2,2,1,1,2,1,2,2,1,1,0,2,0,1,2,1,3,1,3,1,0,1,1,0,1,1,0,0,2,0,1,0,1,1,1,1,1,0,1,1,0,1,0,2,3,2,1,2
"339",340,"1","6","2",23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"340",341,"1","2","1",18,3,1,1,1,4,4,3,3,3,2,1,3,1,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"341",342,"1","5","1",19,2,4,4,4,1,1,1,1,1,1,1,3,1,4,4,1,1,2,1,1,0,3,3,1,1,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0,0,0
"342",343,"1","5","2",19,3,3,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,2,3,3,1,2,1,3,1,0,1,0,1,0,0,1,2,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"343",344,"1","3","1",19,3,3,1,2,1,1,1,1,1,1,1,3,1,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",345,"1","2","1",21,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"345",346,"1","5","1",20,5,2,2,2,3,3,3,3,3,2,2,5,1,5,5,4,3,3,3,2,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,2
"346",347,"1","5","1",21,5,4,4,3,3,3,1,1,3,4,2,5,2,4,4,4,2,2,3,4,2,0,0,0,2,1,2,1,1,2,1,0,3,2,0,2,0,1,2,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
"347",348,"1","5","1",18,2,3,3,3,3,3,1,1,3,2,3,3,3,4,5,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,1,3,0,0,0,0,0,1,0,0,0,1,2,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0
"348",349,"1","5","1",19,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1
"349",350,"1","5","1",22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
"350",351,"1","6","5",23,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.05943431952317,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
"351",352,"1","3","2",22,1,2,3,3,3,3,3,3,1,5,4,1,4,3,3,1,1,1,1,1,2,0,1,1,1,0,0,1,1,1,1,0,1,1,0,3,1,1,3,0,3,2,1,1,0,0,2,0,1,1,1,0,0,0,0,0.152140406776133,0,0,2,1,0,1,0,0,0,1,0,0,2,1,1,0
"352",353,"1","5","2",20,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
"353",354,"1","5","1",23,3,3,3,3,3,3,1,2,1.83181244495932,1.16465290571428,2.05035700685744,3,1.29627694156459,4,4,3,2,2,3,1,2,1,1,2,1,2,1,2,2,1,2,1,3,1,0,0,0,1,1,0,0,1,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,1
"354",355,"1","5","1",19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",356,"1","5","1",18,3,2,2,2,2,2,2,1,2,1,1,3,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"356",357,"1","5","1",21,3,3,3,3,3,3,2,2,3,1,3,3,3,3,3,3,1,2,3,4,2,2,2,1,1,1,0,2,1,2,2,2,1,2,1,2,0,1,2,1,2,1,1,3,0,0,2,0,1,1,1,0,0,0,1,0,1,0,0,2,2,0,1,1,0,1,1,0,2,1,3,1
"357",358,"1","2","2",20,3,1,2,2,2,2,1,1,2,2,2,4,2,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0
"358",359,"1","5","1",19,5,2,2,3,2,1,1,1,3,1,1,5,1,5,5,1,1,1,1,1,3,1,1,1,2,2,2,3,3,1,0,1,0,1,1,3,2,1,2,0,2,1,0,1,0,0,2,1,0,0,3,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,1,1,0
"359",360,"1","5","1",18,3,1,2,1,1,1,1,1,1,1,1,3,1,2,2,3,2,2,3,3,2,2,1,1,0,0,2,2,2,1,1,1,3,3,0,3,2,0,2,1,0,1,0,2,0,0,2,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,2,0
"360",361,"1","5","2",20,5,3,4,5,4,3,1,1,1,1,3,5,1,5,5,5,5,1,1,5,2,1,2,1,2,3,3,1,1,0,1,2,3,2,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
"361",362,"1","6","1",20,3,1,1,3,2,2,1,1,2,1,1,3,1,3,3,4,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,0,0,1,3,0,1,0,0,0,3,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"362",363,"1","5","1",18,4,3,3,3,2,2,2,2,1,4,4,4,4,4,4,4,1,1,2,4,2,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",364,"1","5","1",19,5,3,3,3,2,2,1,1,1,3,5,4,5,5,5,5,4,3,3,2,1,1,1,1,2,2,1,2,1,2,1,1,1,0,0,2,0,3,2,0,2,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
"364",365,"1","5","2",21,2,2,2,2,2,3,2,2,2,2,2,3,2,4,3,4,3,2,2,2,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0
"365",366,"1","5","2",20,2,4,2,4,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",367,"1","5","1",18,4,3,3,3,3,3,2,2,2,1,1,4,1,4,4,4,4,4,4,4,1,2,0,0,3,2,1,0,0,0,0,2,2,2,2,0,0,2,0,0,0,1,2,2,0,0,3,1,0,1,0,0,0,2,0,0,3,0,0,1,0,0,1,2,0,3,0,2,0,2,2,1
"367",368,"1","2","1",20,4,4,3,2,3,2,2,2,3,3,4,3,3,5,5,5,4,5,5,5,2,2,2,3,2,2,3,2,3,3,3,2,1,3,3,3,3,3,3,3,3,1,1,2,3,3,3,3,0,3,2,0,2,0,3,2,3,0,2,3,1,0,3,3,3,3,3,3,3,3,3,0
"368",369,"1","5","2",21,3,1,2,1,2,2,1,1,1,1,1,2,1,5,3,3,1,2,1,3,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,2,0,2,2,0,0,0,0,2,0,0,3,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0,1,0
"369",370,"1","5","1",18,3,3,3,4,2,2,2,2,2,3,1,3,1,3,3,3,4,4,4,3,3,1,0,0,2,2,3,3,3,2,2,0,3,3,3,3,1,3,3,3,1,0,1,3,2,0,3,3,0,1,1,0,3,2,3,2,1,1,2,2,0,0,1,1,1,3,0,3,3,1,3,3
"370",371,"1","2","1",21,3,4,4,4,1,1,1,1,1,1,2,4,3,3,3,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",372,"1","5","2",19,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
"372",373,"1","5","1",18,3,2,2,1,2,2,1,1,2,3,2,2,1,3,3,3,2,3,2,3,2,1,0,0,1,0,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",374,"1","5","1",18,5,5,5,5,1,1,1,1,1,1,1,4,1,4,4,3,1,1,1,1,3,2,2,2,3,3,3,2,3,3,3,2,0,2,1,2,0,3,3,2,0,0,3,2,1,0,3,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0
"374",375,"1","2","1",21,3,3,2,3,3,3,4,3,3,2,3,3,3,3,3,2,3,4,3,4,2,1,2,2,1,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"375",376,"1","5","2",18,1,1,2,1,2,1,1,2,1,1,1,2,1,2,3,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"376",377,"1","6","1",21,4,3,3,3,3,2,1,1,1,1,1,4,1,5,5,3,2,2,1,1,1,3,1,2,0,0,1,1,1,2,2,2,1,1,0,1,0,1,1,1,2,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,1
"377",378,"1","5","2",19,3,3,1,2,2,2,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"378",379,"1","5","1",18,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",380,"1","1","1",18,4,5,5,5,3,4,4,4,3,4,5,4,1,4,4,4,4,5,4,4,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,3,2,2,1,0,1,1,0,1,2,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,1,3,2,0
"380",381,"1","5","1",19,4,1,2,3,3,3,2,1,3,1,2,3,1,3,3,2,2,1,1,2,3,2,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,1,1,0,0,0,2,2,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0
"381",382,"1","5","1",18,3,2,2,3,5,5,5,5,4,4,4,3,4,3,3,4,4,4,4,4,0,2,3,3,2,2,3,3,3,3,3,2,3,1,1,1,0,0,0,1,0,1,1,3,1,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,2,0
"382",383,"1","5","1",19,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,2,2,1,0,0,0,3,1,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,2,2,2,0
"383",384,"1","2","1",20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,3,1,0,2,3,3,3,3,0,0,3,0,1,1,3,0,0,0,0,0,3,0,0,2,1,1,1,1,0,0,3,2,1,2,0,0,2,2,3,0
"384",385,"1","2","1",19,4,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4,3,4,4,2,1,2,2,1,2,2,2,1,2,2,2,3,3,1,3,3,3,3,2,1,2,2,3,1,2,3,0,1,2,3,1,3,0,2,0,1,0,3,2,0,0,2,0,0,2,0,0,3,2,3,2
"385",386,"1","5","2",20,3,2,2,3,3,3,1,1,3,1,1,3,2,3,3,4,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"386",387,"1","5","1",20,3,3,3,3,2,2,1,2,3,2,2,3,2,4,4,3,3,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"387",388,"1","4","1",18,4,2,1,3,1,1,1,1,1,1,2,3,1,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,1,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,0,2,2,1,0,2,1,0,0,0,0,2,1,0,1
"388",389,"1","6","2",23,3,5,5,5,5,5,1,1,1,1,2,5,1,2,2,3,1,1,1,1,2,1,0,0,0,0,1,2,1,0,0,0,1,0,0,2,0,1,1,0,2,0,0,1,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1
"389",390,"1","5","2",20,2,1,2,1.84016873724486,3,2,1,1,1,2,2,1,1,1,1,4,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"390",391,"1","2","1",19,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,3,2,0,0,0,0,2,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0
"391",392,"1","5","2",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392",393,"1","5","1",18,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,1,1,1,2,2,1,1,2,2,2,1,3,2,2,1,1,1,1,1,0,1,0,2,2,0,3,0,1,1,2,2,2,2,0,1,1,1,1,1,1,2,1,0,1,2,1,0,1,1,2.4332143403579,0
"393",394,"1","5","1",20,3,1,1,1,3,3,1,1,3,1,1,3,1,3,2,3,1,1,1,1,3,3,2,2,0,0,3,3,3,3,3,1,3,3,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0
"394",395,"1","5","2",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"395",396,"1","5","2",18,1,3,3,4,2,1,1,1,1,2,2,4,3,4,4,3,3,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,0,3,1,3,2,1,0,3,0,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2
"396",397,"1","5","1",20,5,3,2,3,5,5,3,3,5,2,4,5,2,5,5,4,2,2,4,2,2,2,1,2,2,2,2,1,2,2,2,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"397",398,"1","5","1",18,5,5,5,5,3,2,1,1,2,3,5,5,4,5,5,5,2,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,3,3,1,0,1,3,2,1,1,3.26227948581835,0,0,1,0,0,1,0,0,0,2,0,3,2,0,1,3,0,0,1,0,0,2,3,1,0
"398",399,"1","5","1",18,4,4,3,3,5,5,3,3,2,2,5,4,3,4,4,3,2,3,3,3,2,2,1,2,2,2,1,3,2,1,2,1,3,2,0,3,3,3,1,2,3,0,2,3,2,0,3,0,1,1,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,0
"399",400,"1","5","1",21,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,0,3,3,3,3,2,1,0,0,2,1,3,3,3,0,0,3,0,3,3,2,0,2,2,3,3,0,0,3,2,1,0,0,0,3,3,3,2
"400",401,"1","5","1",18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0
"401",402,"1","5","2",21,1,1,1,1,4,4,4,4,1,3,2,1,1,1,1,5,5,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,2,1,0,0,0,1,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,3
"402",403,"1","5","1",20,2,3,2,3,3,3,4,2,1,2,2,1,2,2,2,1,1,1,2,2,3,2,2,2,1,1,2,2,2,3,3,1,1,2,0,2,0,1,2,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
"403",404,"1","5","2",18,3,2,5,3,2,2,2,2,1,1,1,3,1,1,3,2,1,1,1,3,2,2,1,1,2,1,1,1,2,1,1,2,1,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,1,1,1,0,0,0,0,1,3,0,0,0,0,1,1,2,1,0,0,0,0,1,2,0
"404",405,"1","5","1",18,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,2,1,1,0,1,2,2,0,0,3,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,1,3,0
"405",406,"1","5","1",20,5,4,3,4,4,3,2,2,3,2,4,4,1,3,3,4,3,3,2,3,3,3,1,1,2,2,3,3,2,3,3,2,2,2,0,1,2,2,2,1,1,3,0,3,1,2,3,0,1,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,1,2,3,1
"406",407,"1","5","2",20,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,0,1,0,1,1,1,1,0,1,2,1,1,1,0,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"407",408,"1","5","2",19,3,2,1,1,3,2,1,1,1,2,2,3,1,3,3,2,2,2,2,2,1,0,0,0,2,2,1,2,1,0,1,0,1,0,0,1,0,1,0,0,2,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"408",409,"1","5","2",19,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,0,0,1,2,0,1,2,1,1,0,2,1,0,3,2,3,0,3,3,0,2,3,0,3,0,0,3,0,0,1,2,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,3,3,0
"409",410,"1","5","1",19,4,3,4,3,3,3,2,1,1,1,1,4,2,4,4,3,3,3,1,2,1,1,1,1,1,1,2,2,2,1,2,0,2,1,0,2,0,3,3,1,1,0,3,3,0,2,3,0,0,0,0,0,1,0,1,0,0,1,3,2,1,0,0,0,0,1,0,1,3,0,2,2
"410",411,"1","2","1",20,1,1,1,1,1,1,1,1,2,3,3,1,3,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"411",412,"1","5","1",18,3,1,1,1,2,1,1,1,1,1,1,2,1,3,3,3,2,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",413,"1","5","1",18,4,5,5,5,4,4,3,3,3,3,4,3,4,5,5,4,5,5,5,5,3,1,0,0,2,2,2,1,2,1,2,0,2,1,0,1,1,2,2,1,1,0,1,1,1,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1
"413",414,"1","5","1",20,5,2,1,1,3,3,1,1,3,1,3,5,1,5,5,5,4,4,4,3,2,0,0,0,2,1,1,1,1,0,0,0,3,3,0,3,0,3,3,0,3,0,1,3,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,3,2,3,0
"414",415,"1","5","1",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"415",416,"1","2","1",19,3,3,2,3,3,2,1,1,2,3,2,2,2,3,3,3,1,1,1,1,2,2,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,2,0,0,0,0,1,3,0,2,1,0,1,2,0,0,3,0,3,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,3,0
